source,artifact_kind,columns,missing_formal_columns,probability_status,raw_bwer_status,standardised_bwer_status,selective_bwer_status,conformal_bwer_status,inference_status,recommended_action,protocol_hash
outputs\test_alphaearth_full_audit_54c15905d22a4689b60c05a3b6e31019\audit\alphaearth_full_conformal_coverage_summary.csv,conformal,method;coverage_target;alpha;qhat;marginal_coverage;average_set_size;n_calibration;n_test,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_54c15905d22a4689b60c05a3b6e31019\audit\alphaearth_full_conformal_set_size_summary.csv,conformal,coverage_target;average_set_size;qhat,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_54c15905d22a4689b60c05a3b6e31019\audit\alphaearth_full_conformal_slice_coverage.csv,conformal,coverage_target;slice_variable;slice_value;support_count;slice_coverage;coverage_gap;average_set_size,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_54c15905d22a4689b60c05a3b6e31019\audit\alphaearth_full_predictions.csv,selective_or_predictions,sample_id;lon;lat;year;country_iso3;region;income_group;biome_or_ecoregion;urban_rural_or_built_proxy;spatial_block_id;split;worldcover_label;worldcover_class_name;dynamic_world_label;dynamic_world_confidence;A00;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60;A61;A62;A63;country_class;region_class;dataset;task;model;split_protocol;label;class_label;prediction;predicted_class_name;correct;risk;confidence;p_true;prob_10;prob_40;prob_50,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_54c15905d22a4689b60c05a3b6e31019\audit\alphaearth_full_selective_bwer.csv,selective_or_predictions,dataset;model;task;split;slice_variable;balance_variable;score_name;risk_name;tail_fraction;weighting;missing_balance_policy;bwer;tail_risk;mean_risk;max_bwer;best_slice;best_slice_risk;worst_slice;worst_slice_risk;n_slices_total;n_slices_valid;n_units;min_samples_per_slice;n_total_balance_levels;n_used_balance_levels;missing_gz_count;missing_gz_fraction;ci_low;ci_high;bootstrap_n;bootstrap_method;tail_slices;task_type;input_mode;adaptation_protocol;training_budget;split_protocol;selective_coverage;retained_coverage;abstention_rate;warnings;analysis_type;bwer_type;coverage_target,sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_54c15905d22a4689b60c05a3b6e31019\audit\alphaearth_full_selective_risk_summary.csv,selective_or_predictions,selector;coverage_target;retained_coverage;mean_risk;n_retained,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_conformal_slice_gap_diagnostic.csv,conformal,coverage_target;slice_variable;slice_value;support_count;slice_coverage;coverage_gap;average_set_size;coverage_gap_recomputed;undercovered;interpretation,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_all_split_predictions.csv,selective_or_predictions,sample_id;lon;lat;year;country_iso3;region;income_group;biome_or_ecoregion;urban_rural_or_built_proxy;spatial_block_id;split;worldcover_label;worldcover_class_name;dynamic_world_label;dynamic_world_confidence;A00;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60;A61;A62;A63;country_class;region_class;original_export_split;split_assignment;dataset;task;model;split_protocol;label;class_label;prediction;predicted_class_name;correct;risk;confidence;max_probability;p_true;prob_10;prob_40;prob_50,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_conformal_bwer.csv,conformal,dataset;model;task;split;slice_variable;balance_variable;score_name;risk_name;tail_fraction;weighting;missing_balance_policy;bwer;tail_risk;mean_risk;max_bwer;best_slice;best_slice_risk;worst_slice;worst_slice_risk;n_slices_total;n_slices_valid;n_units;min_samples_per_slice;n_total_balance_levels;n_used_balance_levels;missing_gz_count;missing_gz_fraction;ci_low;ci_high;bootstrap_n;bootstrap_method;tail_slices;task_type;input_mode;adaptation_protocol;training_budget;split_protocol;selective_coverage;retained_coverage;abstention_rate;warnings;analysis_type;bwer_type;coverage_target,sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_conformal_coverage_summary.csv,conformal,method;coverage_target;alpha;qhat;marginal_coverage;average_set_size;n_calibration;n_test,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_conformal_set_size_summary.csv,conformal,coverage_target;average_set_size;qhat,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_conformal_slice_coverage.csv,conformal,coverage_target;slice_variable;slice_value;support_count;slice_coverage;coverage_gap;average_set_size,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_eval_predictions.csv,selective_or_predictions,sample_id;lon;lat;year;country_iso3;region;income_group;biome_or_ecoregion;urban_rural_or_built_proxy;spatial_block_id;split;worldcover_label;worldcover_class_name;dynamic_world_label;dynamic_world_confidence;A00;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60;A61;A62;A63;country_class;region_class;original_export_split;split_assignment;dataset;task;model;split_protocol;label;class_label;prediction;predicted_class_name;correct;risk;confidence;max_probability;p_true;prob_10;prob_40;prob_50,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_predictions.csv,selective_or_predictions,sample_id;lon;lat;year;country_iso3;region;income_group;biome_or_ecoregion;urban_rural_or_built_proxy;spatial_block_id;split;worldcover_label;worldcover_class_name;dynamic_world_label;dynamic_world_confidence;A00;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60;A61;A62;A63;country_class;region_class;original_export_split;split_assignment;dataset;task;model;split_protocol;label;class_label;prediction;predicted_class_name;correct;risk;confidence;max_probability;p_true;prob_10;prob_40;prob_50,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_selective_bwer.csv,selective_or_predictions,dataset;model;task;split;slice_variable;balance_variable;score_name;risk_name;tail_fraction;weighting;missing_balance_policy;bwer;tail_risk;mean_risk;max_bwer;best_slice;best_slice_risk;worst_slice;worst_slice_risk;n_slices_total;n_slices_valid;n_units;min_samples_per_slice;n_total_balance_levels;n_used_balance_levels;missing_gz_count;missing_gz_fraction;ci_low;ci_high;bootstrap_n;bootstrap_method;tail_slices;task_type;input_mode;adaptation_protocol;training_budget;split_protocol;selective_coverage;retained_coverage;abstention_rate;warnings;analysis_type;bwer_type;coverage_target,sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_7d61a2db0fa74091b5eb89d5f597d47a\audit\alphaearth_full_selective_risk_summary.csv,selective_or_predictions,selector;coverage_target;retained_coverage;mean_risk;n_retained,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_8d89a5b23c7d47e69293c0cc2314ed27\audit\alphaearth_conformal_slice_gap_diagnostic.csv,conformal,coverage_target;slice_variable;slice_value;support_count;slice_coverage;coverage_gap;average_set_size;coverage_gap_recomputed;undercovered;interpretation,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_8d89a5b23c7d47e69293c0cc2314ed27\audit\alphaearth_full_conformal_bwer.csv,conformal,dataset;model;task;split;slice_variable;balance_variable;score_name;risk_name;tail_fraction;weighting;missing_balance_policy;bwer;tail_risk;mean_risk;max_bwer;best_slice;best_slice_risk;worst_slice;worst_slice_risk;n_slices_total;n_slices_valid;n_units;min_samples_per_slice;n_total_balance_levels;n_used_balance_levels;missing_gz_count;missing_gz_fraction;ci_low;ci_high;bootstrap_n;bootstrap_method;tail_slices;task_type;input_mode;adaptation_protocol;training_budget;split_protocol;selective_coverage;retained_coverage;abstention_rate;warnings;analysis_type;bwer_type;coverage_target,sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_8d89a5b23c7d47e69293c0cc2314ed27\audit\alphaearth_full_conformal_coverage_summary.csv,conformal,method;coverage_target;alpha;qhat;marginal_coverage;average_set_size;n_calibration;n_test,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_8d89a5b23c7d47e69293c0cc2314ed27\audit\alphaearth_full_conformal_set_size_summary.csv,conformal,coverage_target;average_set_size;qhat,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_8d89a5b23c7d47e69293c0cc2314ed27\audit\alphaearth_full_conformal_slice_coverage.csv,conformal,coverage_target;slice_variable;slice_value;support_count;slice_coverage;coverage_gap;average_set_size,dataset;model;task;split;sample_id;independent_unit_id;risk;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,unavailable,missing_balance_axis_or_risk,missing_confidence_or_risk,missing_prediction_set_outputs,missing_cluster_or_spatial_block,not_an_audit_source,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
outputs\test_alphaearth_full_audit_8d89a5b23c7d47e69293c0cc2314ed27\audit\alphaearth_full_predictions.csv,selective_or_predictions,sample_id;lon;lat;year;country_iso3;region;income_group;biome_or_ecoregion;urban_rural_or_built_proxy;spatial_block_id;split;worldcover_label;worldcover_class_name;dynamic_world_label;dynamic_world_confidence;A00;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12;A13;A14;A15;A16;A17;A18;A19;A20;A21;A22;A23;A24;A25;A26;A27;A28;A29;A30;A31;A32;A33;A34;A35;A36;A37;A38;A39;A40;A41;A42;A43;A44;A45;A46;A47;A48;A49;A50;A51;A52;A53;A54;A55;A56;A57;A58;A59;A60;A61;A62;A63;country_class;region_class;original_export_split;split_assignment;dataset;task;model;split_protocol;label;class_label;prediction;predicted_class_name;correct;risk;confidence;p_true;prob_10;prob_40;prob_50,independent_unit_id;split_role;model_signature;dataset_signature;protocol_hash;metric_version,missing,recomputable,missing_balance_axis_or_risk,recomputable,missing_prediction_set_outputs,cluster_ready,upgrade_schema_or_reexport,5bda6974bb099a07027be94e584e770ef5bfe3dd17eb875b1f421a6ea51c6747
